,Unnamed: 0,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
327,129,"Zigler, E.","Rescorla, L.",,,,"Psychology Research, Public Policy, and Practice: Toward a Productive Partnership",JOUR,"Heflinger, Craig Anne",,,,,,,,,,Client-level outcomes of mental health services for children and adolescents,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1606,31,45
328,130,"Achenbach, T. M.","McConaughy, S.","Howell, C.",,,Child/Adolescent Behavioral and Emotional Problems: Implications of Cross-Informant Correlations for Situational Specificity,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
329,131,,,,,,Diagnostic and Statistical Manual of Mental Disorders,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
330,132,"Anderson, J.","Williams, S.","McGee, R.","Silva, P.",,Cognitive and Social Correlates of DSM-Ill Disorders in Preadolescent Children,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
331,133,"Apter, A.",,,,,Psychometric Properties of the K-SADS-P in an Israeli Adolescent Inpatient Population,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
332,134,"Bird, H. R.",,,,,Estimates of the Prevalence of Childhood Maladjustment in a Community Survey in Puerto Rico,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
333,135,"Breslau, N.",,,,,"Inquiring About the Bizarre: False Positives in Diagnostic Interview Schedule for Children (DISC) Ascertainment of Obsessions, Compulsions, and Psychotic Symptoms",JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
334,136,"Costello, A. J.",,,,,Report on the NIMH Diagnostic Interview Schedule for Children (DISC),JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
335,137,"Costello, E. J.",,,,,Child Psychiatric Disorders and Their Correlates: A Primary Care Pediatric Sample,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
336,138,"Coyne, J. C.","Downey, G.",,,,"Social Factors and Psychopathology: Stress, Social Support, and Coping Processes",JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
337,139,"Edelbrock, C.","Costello, A. J.",,,,Assessment and Diagnosis in Child Psychopathology,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
338,140,"Herjanic, B.","Herjanic, M.","Brown, F.","Wheatt, T.",,Are Children Reliable Reporters?,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
339,141,"Herjanic, B.","Hudson, R.","Kotloff, K.",,,Does Interviewing Harm Children?,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
340,142,"Hodges, K.","Bickman, L.","Kurtz, S.","Reiter, M.",A. Algarin,A Multidimensional Measure of Level of Functioning for Children and Adolescents,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
341,143,"Hodges, K.","Cools, J.",,,,Through the Eyes of the Child: Obtaining Self-Report from Children and Adolescents,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
342,144,"Hodges, K.","Fitch, P.",,,,Development of a Mental Status Examination Interview for Children,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
343,145,"Hodges, K.","Gordon, Y.","Lennon, M.",,,Parent-Child Agreement on Symptoms Assessed via a Clinical Research Interview for Children: The Child Assessment Schedule (CAS),JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
344,146,"Hodges, K.","Zeman, J.",,,,Handbook of Child and Adolescent Assessment,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
345,147,"Kovacs, M.",,,,,The Interview Schedule for Children (ISC): ISC Interrater and Parent-Child Agreement,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
346,148,"Kurtz, S.","Hodges, K.",,,,Interrater Reliability for the Child Assessment Schedule Using Lay Interviewers,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
347,149,"Leckman, J. F.",,,,,Best Estimate of Lifetime Psychiatric Diagnosis,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
348,150,"Lewis, S. A.","Gorsky, A.","Cohen, P.","Hartmark, C.",,The Reactions of Youth to Diagnostic Interviews,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
349,151,"Loeber, R.","Green, S. M.","Lahey, B. B.",,,"Mental Health Professionals' Perception of the Utility of Children, Mothers, and Teachers as Informants on Childhood Psychopathology",JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
350,152,"Loeber, R.","Green, S. M.","Lahey, B. B.","Stouthamer-Loeber, M.",,Optimal Informants on Childhood Disruptive Behaviors,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
351,153,"Loeber, R.","Green, S. M.","Lahey, B. B.","Stouthamer-Loeber, M.",,"Differences and Similarities Between Children, Mothers, and Teachers as Informants on Disruptive Child Behavior",JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
352,154,"Matarazzo, J. D.",,,,,The Reliability of Psychiatric and Psychological Diagnosis,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
353,155,"Orvaschel, H.",,,,,Handbook of Child Psychiatric Diagnosis,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
354,156,"Paulson, A. S.","Crowe, R. R.","Noyes, R.","Pfohl, B.",,Reliability of the Telephone Interview in Diagnosing Anxiety Disorders,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
355,157,"Puig-Antich, J.","Chambers, W.",,,,The Schedule for Affective Disorders and Schizophrenia for School-Age Children (Kiddie-SADS),JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
356,158,"Shaffer, D.",,,,,A Children's Global Assessment Scale (CGAS),JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
357,159,"Smoller, J. W.",,,,,The Etiology and Treatment of Childhood,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
358,160,"Stein, S. J.",,,,,Computer-Assisted Diagnosis in Children's Mental Health,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
359,161,"Summerfelt, T.","Hodges, K.",,,,A Computerized Version of the Child Assessment Schedule for Adolescents,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
360,162,"Velez, C. N.","Johnson, J.","Cohen, P.",,,A Longitudinal Analysis of Selected Risk Factors for Childhood Psychopathology,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
361,163,"Wells, K. B.","Burnan, M. A.","Leake, B.","Robins, L. N.",,Agreement Between Face-to-Face and Telephone Administered Versions of the Depression Section of the NIMH Diagnostic Interview Schedule,JOUR,"Hodges, Kay",,,,,,,,,,Diagnosis and symptomatology,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1607,47,56
362,164,"Bickman, L.",R. F. Boruch,W. Wothke,,,Randomized Field Experiments in Education: Implementation Lessons,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
363,165,"Boruch, R. F.","McSweeny, A. J.","Soderstrom, E. J.",,,Bibliography: Illustrative Randomized Field Experiments,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
364,166,"Boruch, R. F.","Wothke, W.",,,,,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
365,167,"Campbell, D. T.","Stanley, J. C.",,,,Experimental and Quasi-Experimental Designs for Research,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
366,168,"Cook, T. D.",,,,,Beyond Method: Strategies for Social Research,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
367,169,"Cook, T. D.","Campbell, D. T.",,,,Quasi-Experimentation Design: Design and Analysis Issues for Field Settings,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
368,170,"Davis, K.","Bickman, L.",,,,The No Free Lunch School of Design: Can Selection Problems Be Solved Without Randomized Experiments?,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
369,171,"Heckman, J.","Hotz, V.J.",,,,Do We Need Experimental Data to Evaluate the Impact of Manpower Training on Earnings?,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
370,172,"Kenny, D. A.",,,,,A Quasi-Experimental Approach to Assessing Treatment Effects in the Non-equivalent Control Group Design,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
371,173,"Lipsey, M. W.",,,,,Design Sensitivity: Statistical Power for Treatment Effectiveness Research,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
372,174,"Pfeiffer, S. I.","Strzelecki, B. A.",,,,Inpatient Psychiatric Treatment of Children and Adolescents: A Review of Outcome Studies,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
373,175,"Reynolds, K. D.","West, S. G.",,,,A Multiplist Strategy for Strengthening Nonequivalent Control Group Designs,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
374,176,"Rutter, M.",,,,,The Development of Emotion Regulation and Dysregulation,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
375,177,"Shadish, W. R., Jr.","Cook, T. D.","Houts, A. C.",W.M.K. Trochim,,Quasi-Experimentation in a Critical Multiplist Mode,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
376,178,"Trochim, W.M.K.",,,,,Advances in Quasi-Experimental Design and Analysis,JOUR,"Bickman, Leonard",,,,,,,,,,Designing outcome evaluations for children's mental health services: Improving internal validity,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1608,57,68
377,179,"Achenbach, T. M.","McConaughy, S.","Howell, C.",,,Child/Adolescent Behavioral and Emotional Problems: Implications of Cross-Informant Correlations for Situational Specificity,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
378,180,"Anandalingam, G.",,,,,A Multiagent-Multiattribute Approach for Conflict Resolution in Acid Rain Impact Mitigation,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
379,181,"Aschenbrenner, K. M.","Kasubek, W.",,,,Challenging the Cushing Syndrome: Multiattribute Evaluation of Cortisone Drugs,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
380,182,"Bentkover, J. D.",,,,,Hospital Capital and Operating Costs,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
381,183,"Bond, G. R.",,,,,An Economic Analysis of Psychosocial Rehabilitation,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
382,184,"Boston, M.",,,,,In Search of Methodology for Evaluating Psychoanalytic Psychotherapy with Children,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
383,185,"Catterall, J. S.",J. S. Catterall,,,,Economic Directions for Program Evaluation,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
384,186,"Cohen, M. A.",,,,,"Pain, Suffering, and Jury Awards: A Study of the Cost of Crime to Victims",JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
385,187,"Dickey, B.",,,,,Containing Mental Health Treatment Costs Through Program Design: A Massachusetts Study,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
386,188,"Edwards, W.",,,,,How to Use Multiattribute Utility Measurement for Social Decision Making,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
387,189,"Edwards, W.",,,,,Handbook of Criminal Justice Evaluation,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
388,190,"Edwards, W.","Guttentag, M.","Snapper, K.",,,A Decision-Theoretic Approach to Evaluation Research,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
389,191,"Edwards, W.","Newman, J. R.",,,,Multiattribute Evaluation,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
390,192,"Eils, L. C.","John, R. S.",,,,A Criterion Validation of Multiattribute Utility Analysis and of Group Communication Strategy,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
391,193,"Fischhoff, B.",,,,,Cost-Benefit Analysis and the Art of Motorcycle Maintenance,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
392,194,"Frank, R.",,,,,Cost-Benefit Analysis in Mental Health Services: A Review of the Literature,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
393,195,"Gaspari, K. C.",,,,,The Use and Misuse of Cost-Effectiveness Analysis,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
394,196,"Goodwin, I. H.","Rosenblum, A. E.",,,,A Method of Measuring and Comparing Costs in Mental Health Clinics,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
395,197,"Gramlich, E. M. A.",,,,,Guide to Benefit-Cost Analysis,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
396,198,"Green, P. E.",,,,,Hybrid Models for Conjoint Analysis: An Expository Review,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
397,199,"Jennison, K.","Ellis, R. P.",,,,A Comparison of Psychiatric Service Utilization in a Single Group Practice Under Multiple Insurance Systems,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
398,200,"Johnson, E. J.","Meyer, R. J.","Ghose, S.",,,When Choice Models Fail: Compensatory Representations in Negatively Correlated Environments,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
399,201,"Kaplan, R.","Bush, J.",,,,Health-Related Quality of Life Measurement for Evaluation Research and Policy Analysis,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
400,202,"Keeney, R. L.",,,,,The Art of Assessing Multiattribute Utility Functions,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
401,203,"Kelman, S.",,,,,Cost-Benefit Analysis: An Ethical Critique,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
402,204,"Kiesler, C. A.",,,,,Mental Health Policy as a Field of Inquiry for Psychology,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
403,205,"Kiesler, C. A.","Morton, T. L.",,,,Psychology and Public Policy in the ‘Health Care Revolution.’,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
404,206,"Kleinman, L.",,,,,Preferences for Treatment Outcomes in the Severely Mentally Ill,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
405,207,"Krantz, D. H.","Tversky, A.",,,,Conjoint-Measurement Analysis of Composition Rules in Psychology,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
406,208,"Lerman, S. R.","Louviere, J. J.",,,,On the Use of Direct Utility Assessment to Identify the Functional Form of Utility and Destination Choice Models,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
407,209,"Lewis, D. R.",,,,,Use of Cost-Utility Decision Models in Business Education,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
408,210,"Louviere, J. J.",,,,,Predicting the Evaluation of Real Stimulus Objects from an Abstract Evaluation of Their Attributes: The Case of Trout Streams,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
409,211,"Louviere, J. J.",,,,,Analyzing Decision Making: Metric Conjoint Analysis,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
410,212,"McCartt, A. T.",,,,,Multiattribute Utility Models and the Tenure Process,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
411,213,"McGuire, T. G.","Frisman, L. K.",,,,Reimbursement Policy and Cost-Effective Mental Health Care,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
412,214,"Maher, C. A.",,,,,Making Decisions in Planning for Delivery of School Psychological Services,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
413,215,"Marsh, E. J.",,,,,Treatment of Childhood Disorders,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
414,216,"Misham, E. J.",,,,,Cost-Benefit Analysis: An Informal Introduction,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
415,217,"Newman, F. L.","Howard, K. I.",,,,"Therapeutic Effort, Treatment Outcome, and National Health Policy",JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
416,218,"Pitz, G. E.","Heerboth, J.","Sachs, N. J.",,,Assessing the Utility of Multiattribute Utility Assessments,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
417,219,,,,,,Depression as Disabling as a Major Illness: Outcome Study Signals ‘New Era’ in Medicine,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
418,220,"Rice, D. P.","Kelman, S.","Miller, L. S.","Dunmeyer, S.",,The Economic Costs of Alcohol and Drug Abuse and Mental Illness: 1985,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
419,221,"Rossi, P. H.","Freeman, H. E.",,,,Evaluation: A Systematic Approach,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
420,222,"Russell, L. B.",,,,,Some of the Tough Decisions Required by a National Health Plan,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
421,223,"Sorensen, J. E.","Grove, H. D.",,,,Evaluation of Human Service Programs,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
422,224,"Sox, H. C.",,,,,Medical Decision Making,JOUR,"Davis, Kenneth E.","Frank, Richard G.",,,,,,,,,Integrating costs and outcomes,New Directions for Program Evaluation,1992,54,0164-7989,https://doi.org/10.1002/ev.1609,69,84
